Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,SpendCount,GroupMemberNo,GroupSize,CabinNum,SurnameFreq,LuxurySpend,BasicSpend,LuxuryShare,SpendPerActiveCategory,HasAnyLuxurySpend,AgeWasOutOfRange,IsChild,IsSenior,IsSolo,IsMultiPassengerGroup,GroupMemberIsLeader,AgeMissing,HomePlanetMissing,CryoSleepMissing,CabinMissing,DestinationMissing,VIPMissing,RoomServiceMissing,FoodCourtMissing,ShoppingMallMissing,SpaMissing,VRDeckMissing,NameMissing,IsZeroSpend,HomePlanet,CryoSleep,Destination,VIP,Deck,Side,AgeGroup,CabinNumBin,DeckSide,HomePlanetDestination,Surname
27.0,1.0,697.0,31.0,188.0,0.0,917.0,4,2,2,20,11,188.0,729.0,0.2047930283224401,229.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,F,S,YoungAdult,CabinBin_1,F_S,Earth_TRAPPIST-1e,Yorkland
19.0,0.0,0.0,670.0,1.0,34.0,705.0,3,1,3,9,4,35.0,670.0,0.049575070821529746,235.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,G,P,YoungAdult,CabinBin_1,G_P,Earth_TRAPPIST-1e,Dunnisey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,9,7,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Earth,True,TRAPPIST-1e,False,G,P,Child,CabinBin_1,G_P,Earth_TRAPPIST-1e,Hewson
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,9,7,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Earth,True,TRAPPIST-1e,False,G,P,Child,CabinBin_1,G_P,Earth_TRAPPIST-1e,Hewson
54.0,0.0,1208.0,0.0,3.0,637.0,1848.0,3,1,1,2,4,640.0,1208.0,0.34613304488912927,616.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Europa,False,TRAPPIST-1e,False,A,S,MiddleAge,CabinBin_1,A_S,Europa_TRAPPIST-1e,Fictful
26.0,0.0,856.0,5.0,32.0,0.0,893.0,3,1,2,11,5,32.0,861.0,0.035794183445190156,297.6666666666667,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,G,P,YoungAdult,CabinBin_1,G_P,Earth_TRAPPIST-1e,Carezquez
26.0,0.0,2811.0,957.0,0.0,87.0,3855.0,3,2,2,11,5,87.0,3768.0,0.022562240663900415,1285.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,G,P,YoungAdult,CabinBin_1,G_P,Earth_TRAPPIST-1e,Carezquez
23.0,311.0,427.0,526.0,37.0,0.0,1301.0,4,1,2,19,3,37.0,1264.0,0.028417818740399385,325.25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth,False,PSO J318.5-22,False,F,P,YoungAdult,CabinBin_1,F_P,Earth_PSO J318.5-22,Leetersoney
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,12,4,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Earth,Unknown,TRAPPIST-1e,False,G,P,Child,CabinBin_1,G_P,Earth_TRAPPIST-1e,Connelson
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,-1,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Mars,True,TRAPPIST-1e,False,Unknown,Unknown,Adult,CabinBin_Missing,Unknown_Unknown,Mars_TRAPPIST-1e,Trad
18.0,0.0,0.0,0.0,830.0,91.0,921.0,2,1,1,23,4,921.0,0.0,0.9989154013015185,460.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,F,S,YoungAdult,CabinBin_1,F_S,Earth_TRAPPIST-1e,Holson
24.0,0.0,4.0,0.0,0.0,17.0,21.0,2,1,3,24,6,17.0,4.0,0.7727272727272727,10.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,F,S,YoungAdult,CabinBin_1,F_S,Earth_TRAPPIST-1e,Mclainez
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,18,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Earth,True,55 Cancri e,False,G,S,Child,CabinBin_1,G_S,Earth_55 Cancri e,Mclainez
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,18,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Earth,True,TRAPPIST-1e,False,G,S,Child,CabinBin_1,G_S,Earth_TRAPPIST-1e,Mclainez
27.0,0.0,0.0,570.0,2.0,131.0,703.0,3,1,1,21,7,133.0,570.0,0.18892045454545456,234.33333333333334,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Earth,False,TRAPPIST-1e,False,F,P,YoungAdult,CabinBin_1,F_P,Earth_TRAPPIST-1e,Cleachrand
21.0,1743.0,5.0,17.0,0.0,0.0,1765.0,3,1,1,2,3,0.0,1765.0,0.0,588.3333333333334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mars,False,TRAPPIST-1e,False,D,S,YoungAdult,CabinBin_1,D_S,Mars_TRAPPIST-1e,Hart
