Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,SpendCount,GroupMemberNo,GroupSize,CabinNum,SurnameFreq,LuxurySpend,BasicSpend,LuxuryShare,SpendPerActiveCategory,HasAnyLuxurySpend,AgeWasOutOfRange,IsChild,IsSenior,IsSolo,IsMultiPassengerGroup,GroupMemberIsLeader,AgeMissing,HomePlanetMissing,CryoSleepMissing,CabinMissing,DestinationMissing,VIPMissing,RoomServiceMissing,FoodCourtMissing,ShoppingMallMissing,SpaMissing,VRDeckMissing,NameMissing,IsZeroSpend,HomePlanet,CryoSleep,Destination,VIP,Deck,Side,AgeGroup,CabinNumBin,DeckSide,HomePlanetDestination
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,9,7,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,12.0,2.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,9,7,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,12.0,2.0
54.0,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,7.522400231387125,3,1,1,2,4,6.46302945692067,7.097548850614793,0.34613304488912927,6.424869023905388,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0
26.0,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,6.795705775173514,3,1,2,11,5,3.4965075614664802,6.759255270663693,0.035794183445190156,5.699328124306821,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,12.0,2.0
26.0,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,8.257385655730436,3,2,2,11,5,4.477336814478207,8.234564993267135,0.022562240663900415,7.1592919047975645,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,12.0,2.0
23.0,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,7.171656822768514,4,1,2,19,3,3.6375861597263857,7.142827401161621,0.028417818740399385,5.787663958636903,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,10.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,12,4,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2.0,2.0,0.0,6.0,0.0,1.0,0.0,12.0,2.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,-1,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,1.0,2.0,0.0,8.0,2.0,0.0,5.0,16.0,10.0
18.0,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,6.826545223556594,2,1,1,23,4,6.826545223556594,0.0,0.9989154013015185,6.134482053942907,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,11.0,2.0
24.0,0.0,1.6094379124341003,0.0,0.0,2.8903717578961645,3.091042453358316,2,1,3,24,6,2.8903717578961645,1.6094379124341003,0.7727272727272727,2.4423470353692043,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,11.0,2.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,18,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,13.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,18,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,13.0,2.0
27.0,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,6.556778356158042,3,1,1,21,7,4.897839799950911,6.3473892096560105,0.18892045454545456,5.461002948825133,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,10.0,2.0
21.0,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,7.476472381163905,3,1,1,2,3,0.0,7.476472381163905,0.0,6.3789919545294795,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,3.0,1.0,5.0,0.0,7.0,10.0
